UniqueKey,Config,Run,TimeStep,avgUtil,avgGathered,avgHeld,gini,complexity,T1_made,T2_made,T3_made,T4_made,T5_made,T6_made,totalUtil
B26032017042340627189166,T4_24_24,003,2,27550.7,121.667,67,0.00525308,0,0,0,0,0,0,0,661216,
B26032017042340627189166,T4_24_24,003,3,31068.9,164.292,67,0.00622906,0,0,0,0,0,0,0,745653,
B26032017042340627189166,T4_24_24,003,4,33656.3,200.667,67,0.00563394,0,0,0,0,0,0,0,807751,
B26032017042340627189166,T4_24_24,003,5,35281.1,225.75,67,0.00546167,0,0,0,0,0,0,0,846746,
B26032017042340627189166,T4_24_24,003,6,36625,247.792,67,0.00631516,0,0,0,0,0,0,0,879001,
B26032017042340627189166,T4_24_24,003,7,37616.3,264.875,67,0.0074224,0,0,0,0,0,0,0,902792,
B26032017042340627189166,T4_24_24,003,8,38564.3,281.917,68,0.00851274,0,0,0,0,0,0,0,925543,
B26032017042340627189166,T4_24_24,003,9,39209.4,293.875,68,0.00819578,0,0,0,0,0,0,0,941026,
B26032017042340627189166,T4_24_24,003,10,39799.4,305.042,68,0.00694283,0,0,0,0,0,0,0,955186,
B26032017042340627189166,T4_24_24,003,11,40105.2,310.875,68,0.00598295,0,0,0,0,0,0,0,962526,
B26032017042340627189166,T4_24_24,003,12,39278.2,322.083,89.625,0.0072378,1.93724,5.54167,0,0,0,0,0,942677,
B26032017042340627189166,T4_24_24,003,13,38604.9,330.25,91.875,0.00782201,2.08844,6.125,0,0,0,0,0,926518,
B26032017042340627189166,T4_24_24,003,14,37536.4,318,80.5,0.00620504,2.25155,9.125,0,0,0,0,0,900874,
B26032017042340627189166,T4_24_24,003,15,38081.1,331.542,87.5417,0.00712809,1.53213,3.41667,0,0,0,0,0,913947,
B26032017042340627189166,T4_24_24,003,16,38688.8,344.75,87.375,0.00814632,1.402,2.625,0,0,0,0,0,928532,
B26032017042340627189166,T4_24_24,003,17,39174.7,355.958,89.5,0.00878868,1.38966,2.04167,0,0,0,0,0,940192,
B26032017042340627189166,T4_24_24,003,18,39755,369.958,89.125,0.00817674,1.41935,2.375,0,0,0,0,0,954121,
B26032017042340627189166,T4_24_24,003,19,40019.5,377.625,89.4167,0.00885027,1.39795,2.25,0,0,0,0,0,960467,
B26032017042340627189166,T4_24_24,003,20,40317.8,384.75,90.2917,0.0087306,1.4024,2.08333,0,0,0,0,0,967627,
B26032017042340627189166,T4_24_24,003,21,39877.9,384.958,96.6667,0.00960336,2.13879,5.91667,0,0,0,0,0,957069,
B26032017042340627189166,T4_24_24,003,22,36620.3,311.75,50.2083,0.00821887,2.54191,15.25,0,0,0,0,0,878887,
B26032017042340627189166,T4_24_24,003,23,39188,377.875,132,0.00813921,2.25095,0.875,0,0,0,0,0,940512,
B26032017042340627189166,T4_24_24,003,24,38420.5,361.167,84.1667,0.00769403,2.05396,7.54167,0,0,0,0,0,922092,
B26032017042340627189166,T4_24_24,003,25,37643.3,342.25,82.2083,0.00809614,2.35226,9.66667,0,0,0,0,0,903440,
B26032017042340627189166,T4_24_24,003,26,38733,368.583,111.708,0.0106583,2.32861,4.95833,0,0,0,0,0,929592,
B26032017042340627189166,T4_24_24,003,27,39769.1,394.583,115,0.00935446,2.28043,4.125,0,0,0,0,0,954458,
B26032017042340627189166,T4_24_24,003,28,40124,403.875,105.208,0.00773123,2.25505,5.54167,0,0,0,0,0,962975,
B26032017042340627189166,T4_24_24,003,29,41151.4,430.583,120.333,0.00815835,2.31544,3.625,0,0,0,0,0,987633,
B26032017042340627189166,T4_24_24,003,30,40606.8,412.333,91.6667,0.00995668,2.41227,8.79167,0,0,0,0,0,974562,
B26032017042340627189166,T4_24_24,003,31,41270.8,428.5,114.125,0.0100926,2.42278,5.54167,0,0,0,0,0,990500,
B26032017042340627189166,T4_24_24,003,32,42113.5,451.333,121.333,0.00999528,2.47253,5,0,0,0,0,0,1.01072e+06,
B26032017042340627189166,T4_24_24,003,33,41079.7,418.708,88.4167,0.00843995,2.49105,9.875,0,0,0,0,0,985912,
B26032017042340627189166,T4_24_24,003,34,42089.9,449.167,131.083,0.00995281,2.91322,5.41667,0.0416667,0,0,0,0,1.01016e+06,
B26032017042340627189166,T4_24_24,003,35,42668.9,465.917,125.875,0.0107235,2.94141,5.54167,0,0,0,0,0,1.02405e+06,
B26032017042340627189166,T4_24_24,003,36,43349.6,484.917,128.167,0.0109285,2.79616,5.45833,0.0416667,0,0,0,0,1.04039e+06,
B26032017042340627189166,T4_24_24,003,37,43660.8,491.792,122.667,0.00980931,2.69735,5.875,0,0,0,0,0,1.04786e+06,
B26032017042340627189166,T4_24_24,003,38,43417.7,480.833,111.708,0.0126326,2.6643,8.08333,0.0416667,0,0,0,0,1.04202e+06,
B26032017042340627189166,T4_24_24,003,39,43304.8,475.042,114.625,0.0124067,3.01309,8.66667,0,0,0,0,0,1.03932e+06,
B26032017042340627189166,T4_24_24,003,40,43937.7,496.667,136.958,0.0147201,3.69638,7.125,0.0416667,0,0,0,0,1.0545e+06,
B26032017042340627189166,T4_24_24,003,41,44558.3,509.792,129.625,0.0118753,2.98264,7,0.0416667,0,0,0,0,1.0694e+06,
B26032017042340627189166,T4_24_24,003,42,45294.5,535.958,143.333,0.0124675,3.32529,5.66667,0.0416667,0,0,0,0,1.08707e+06,
B26032017042340627189166,T4_24_24,003,43,45750.5,546.667,137.792,0.00988755,3.15785,6.41667,0.0416667,0,0,0,0,1.09801e+06,
B26032017042340627189166,T4_24_24,003,44,46042,555.875,141.042,0.0112096,3.39084,6.58333,0.0416667,0,0,0,0,1.10501e+06,
B26032017042340627189166,T4_24_24,003,45,46535.3,574.25,146.917,0.0101445,3.58111,6.08333,0.0833333,0,0,0,0,1.11685e+06,
B26032017042340627189166,T4_24_24,003,46,47405.1,607.667,166.25,0.012042,4.07143,5.125,0.0833333,0,0,0,0,1.13772e+06,
B26032017042340627189166,T4_24_24,003,47,47777.6,623.5,156.875,0.015067,3.96972,5.875,0.166667,0,0,0,0,1.14666e+06,
B26032017042340627189166,T4_24_24,003,48,48186.9,642.167,161.792,0.015148,4.81792,6.75,0.166667,0,0,0,0,1.15649e+06,
B26032017042340627189166,T4_24_24,003,49,48570,661,169,0.0158136,5.03698,6.95833,0.166667,0,0,0,0,1.16568e+06,
B26032017042340627189166,T4_24_24,003,50,48878.2,669.333,164.5,0.0162747,5.01216,7.66667,0.25,0,0,0,0,1.17308e+06,
B26032017042340627189166,T4_24_24,003,51,49572.4,724.25,213.458,0.0212877,6.51415,6.66667,0.25,0,0,0,0,1.18974e+06,
B26032017042340627189166,T4_24_24,003,52,49213.2,732.583,182.667,0.0220536,6.54608,9.45833,0.166667,0,0,0,0,1.18112e+06,
B26032017042340627189166,T4_24_24,003,53,49955.1,773,207.042,0.0244482,6.1618,6.5,0.25,0,0,0,0,1.19892e+06,
B26032017042340627189166,T4_24_24,003,54,50451.2,776.542,184.083,0.0252947,6.15278,8.875,0.166667,0,0,0,0,1.21083e+06,
B26032017042340627189166,T4_24_24,003,55,51282.4,813.833,217.125,0.0312722,7.37363,8.54167,0.375,0,0,0,0,1.23078e+06,
B26032017042340627189166,T4_24_24,003,56,52384,872.417,242.375,0.0350398,7.22692,7.5,0.416667,0,0,0,0,1.25722e+06,
B26032017042340627189166,T4_24_24,003,57,53512.1,956.833,284.333,0.0447345,8.13262,7.375,0.291667,0,0,0,0,1.28429e+06,
B26032017042340627189166,T4_24_24,003,58,55137.9,1058.54,318.125,0.0490723,8.80432,8.54167,0.5,0,0,0,0,1.32331e+06,
B26032017042340627189166,T4_24_24,003,59,56081.7,1159,336.083,0.0563238,9.09484,8.41667,0.458333,0,0,0,0,1.34596e+06,
B26032017042340627189166,T4_24_24,003,60,57682.3,1238.75,334.583,0.0600735,8.68954,8.20833,0.458333,0,0,0,0,1.38438e+06,
B26032017042340627189166,T4_24_24,003,61,59770.6,1401.12,425.083,0.06283,9.19584,5.95833,0.416667,0,0,0,0,1.43449e+06,
B26032017042340627189166,T4_24_24,003,62,60831.8,1477.96,384.333,0.065398,9.2706,8.45833,0.583333,0,0,0,0,1.45996e+06,
B26032017042340627189166,T4_24_24,003,63,62035.6,1534.25,376.5,0.0654307,9.01494,8.125,0.416667,0,0,0,0,1.48886e+06,
B26032017042340627189166,T4_24_24,003,64,63737,1635.96,426.458,0.0673477,8.98798,6.5,0.375,0,0,0,0,1.52969e+06,
B26032017042340627189166,T4_24_24,003,65,64220.3,1690.92,402.167,0.0673342,9.20265,8.66667,0.458333,0,0,0,0,1.54129e+06,
B26032017042340627189166,T4_24_24,003,66,65100.2,1756.33,425.958,0.0692908,9.2151,7.45833,0.75,0,0,0,0,1.5624e+06,
B26032017042340627189166,T4_24_24,003,67,67087.4,1878.04,492.292,0.0714154,9.71553,7.25,0.583333,0,0,0,0,1.6101e+06,
B26032017042340627189166,T4_24_24,003,68,67830.7,1940.79,466.083,0.0731598,9.33336,7.16667,0.75,0,0,0,0,1.62794e+06,
B26032017042340627189166,T4_24_24,003,69,68728.9,2003.96,478.708,0.0739331,9.64209,8.08333,0.541667,0,0,0,0,1.64949e+06,
B26032017042340627189166,T4_24_24,003,70,69768.1,2061.29,482.417,0.0739954,9.40862,7.29167,0.583333,0,0,0,0,1.67444e+06,
B26032017042340627189166,T4_24_24,003,71,71463.2,2146.42,519.375,0.0728201,9.69627,7.41667,0.625,0,0,0,0,1.71512e+06,
B26032017042340627189166,T4_24_24,003,72,72149.8,2187.04,491.5,0.0732326,9.7589,8.66667,0.75,0,0,0,0,1.7316e+06,
B26032017042340627189166,T4_24_24,003,73,73083.7,2259.04,529.167,0.0746916,9.38575,6.625,0.5,0,0,0,0,1.75401e+06,
B26032017042340627189166,T4_24_24,003,74,73849.5,2341.92,554.417,0.0771705,9.92823,7.75,0.666667,0,0,0,0,1.77239e+06,
B26032017042340627189166,T4_24_24,003,75,75353.8,2394.71,545.208,0.0806768,9.741,7.375,0.75,0,0,0,0,1.80849e+06,
B26032017042340627189166,T4_24_24,003,76,75918.8,2454.54,564.917,0.0829182,9.97271,7.875,0.708333,0,0,0,0,1.82205e+06,
B26032017042340627189166,T4_24_24,003,77,76530.4,2507.67,572.333,0.0832437,10.2849,8.83333,1,0,0,0,0,1.83673e+06,
B26032017042340627189166,T4_24_24,003,78,77393.7,2608.79,627.083,0.0820641,10.7426,8.79167,1,0,0,0,0,1.85745e+06,
B26032017042340627189166,T4_24_24,003,79,79273.1,2747.67,679.583,0.0795236,11.1335,7.29167,1.125,0.0416667,0,0,0,1.90255e+06,
B26032017042340627189166,T4_24_24,003,80,79796.1,2726.83,557.667,0.0775313,12.4044,10.9167,1.54167,0,0,0,0,1.91511e+06,
B26032017042340627189166,T4_24_24,003,81,80934.9,2898.29,734.042,0.0761109,11.8384,6.58333,0.708333,0,0,0,0,1.94244e+06,
B26032017042340627189166,T4_24_24,003,82,82367,2953.54,660.208,0.0723049,12.2984,9.33333,1.29167,0.0416667,0,0,0,1.97681e+06,
B26032017042340627189166,T4_24_24,003,83,82711.8,2937.04,603.083,0.07063,14.385,10.5417,1.95833,0.0416667,0,0,0,1.98508e+06,
B26032017042340627189166,T4_24_24,003,84,85022.5,3219.08,892.417,0.0641383,13.5389,5.83333,1.125,0.0416667,0,0,0,2.04054e+06,
B26032017042340627189166,T4_24_24,003,85,86358.3,3392.75,842.75,0.0637403,19.8689,9.29167,1.75,0.0416667,0,0,0,2.0726e+06,
B26032017042340627189166,T4_24_24,003,86,87881.9,3628.29,937.625,0.0612616,16.8103,7.125,1.20833,0.0416667,0,0,0,2.10916e+06,
B26032017042340627189166,T4_24_24,003,87,87358.1,3562.17,685.583,0.0648386,15.0425,9.95833,1.375,0.0416667,0,0,0,2.0966e+06,
B26032017042340627189166,T4_24_24,003,88,88089.5,3595.46,777.542,0.0639166,14.7753,9.04167,1.91667,0.125,0,0,0,2.11415e+06,
B26032017042340627189166,T4_24_24,003,89,90067,3830.21,970.167,0.064114,19.8207,6.91667,1.25,0.0416667,0,0,0,2.16161e+06,
B26032017042340627189166,T4_24_24,003,90,90984.2,4077.42,1035.62,0.0619149,20.1069,6.75,0.791667,0,0,0,0,2.18362e+06,
B26032017042340627189166,T4_24_24,003,91,91035.4,4172.62,942.458,0.0586104,21.1402,9,1.54167,0.0833333,0,0,0,2.18485e+06,
B26032017042340627189166,T4_24_24,003,92,92239.1,4431.75,1112.5,0.0566125,22.9279,7.04167,1.08333,0.0416667,0,0,0,2.21374e+06,
B26032017042340627189166,T4_24_24,003,93,93833.2,4553,1030.54,0.0572253,23.6424,9,1.45833,0.125,0,0,0,2.252e+06,
B26032017042340627189166,T4_24_24,003,94,94350.8,4738.33,1118.33,0.0588906,26.7255,8.16667,1.5,0.0833333,0,0,0,2.26442e+06,
B26032017042340627189166,T4_24_24,003,95,96422.9,5104.29,1334.5,0.0579734,28.2545,7.91667,1.41667,0.125,0,0,0,2.31415e+06,
B26032017042340627189166,T4_24_24,003,96,97706.7,5425.58,1366.08,0.0552568,28.4478,6.125,1.33333,0.0833333,0,0,0,2.34496e+06,
B26032017042340627189166,T4_24_24,003,97,98300,5469.62,1168.04,0.0508268,27.8927,8.625,1.83333,0.208333,0,0,0,2.3592e+06,
B26032017042340627189166,T4_24_24,003,98,98908.2,5607.08,1268.12,0.048127,29.2137,8.375,1.45833,0.166667,0,0,0,2.3738e+06,
B26032017042340627189166,T4_24_24,003,99,100294,5890.75,1426.92,0.0479068,30.691,7.20833,1.25,0.0833333,0,0,0,2.40706e+06,
B26032017042340627189166,T4_24_24,003,100,101636,5968.62,1284.5,.,28.8005,6.70833,1.54167,0.166667,0,0,0,2.43927e+06,
B26032017042340627189166,T4_24_24,004,1,21649,67,67,.,0,0,0,0,0,0,0,519576,
B26032017042340627189166,T4_24_24,004,2,27471.8,120.792,67,0.00605451,0,0,0,0,0,0,0,659324,
B26032017042340627189166,T4_24_24,004,3,31048.2,164.042,67,0.00721663,0,0,0,0,0,0,0,745158,
B26032017042340627189166,T4_24_24,004,4,33468.8,197.917,67,0.00635926,0,0,0,0,0,0,0,803252,
B26032017042340627189166,T4_24_24,004,5,35333.5,226.583,67,0.00549462,0,0,0,0,0,0,0,848005,
B26032017042340627189166,T4_24_24,004,6,36566.8,246.792,67,0.00574821,0,0,0,0,0,0,0,877603,
B26032017042340627189166,T4_24_24,004,7,37634.8,265.208,67,0.0056634,0,0,0,0,0,0,0,903236,
B26032017042340627189166,T4_24_24,004,8,37585,287.583,88.25,0.00669362,1.7238,4.29167,0,0,0,0,0,902041,
B26032017042340627189166,T4_24_24,004,9,37157.5,298.25,87.125,0.00715941,2.04591,6.66667,0,0,0,0,0,891779,
B26032017042340627189166,T4_24_24,004,10,37261.4,300.625,72.7083,0.00841968,1.06246,4.04167,0,0,0,0,0,894274,
B26032017042340627189166,T4_24_24,004,11,35272.1,270.125,69.75,0.00742231,2.64516,12.8333,0,0,0,0,0,846531,
B26032017042340627189166,T4_24_24,004,12,37400.3,325.042,111.917,0.00615043,1.92219,1.125,0,0,0,0,0,897607,
B26032017042340627189166,T4_24_24,004,13,36403.5,304.667,72.625,0.00624706,2.10843,9.66667,0,0,0,0,0,873683,
B26032017042340627189166,T4_24_24,004,14,37579.7,332.917,99.6667,0.00801977,1.96405,3.83333,0,0,0,0,0,901912,
B26032017042340627189166,T4_24_24,004,15,37888.4,340.833,92.875,0.0068317,1.95559,5.08333,0,0,0,0,0,909321,
B26032017042340627189166,T4_24_24,004,16,38422.4,354.292,95.25,0.00738578,1.9252,4.45833,0,0,0,0,0,922137,
B26032017042340627189166,T4_24_24,004,17,39297,376.708,103.333,0.0067246,1.96331,3.20833,0,0,0,0,0,943127,
B26032017042340627189166,T4_24_24,004,18,38012.1,345.5,77.7917,0.00792536,2.52276,11.1667,0,0,0,0,0,912290,
B26032017042340627189166,T4_24_24,004,19,39752.7,387.667,116.042,0.00727214,2.10269,2.08333,0,0,0,0,0,954064,
B26032017042340627189166,T4_24_24,004,20,40420.4,407.208,107.542,0.00817178,2.08175,3.5,0,0,0,0,0,970090,
B26032017042340627189166,T4_24_24,004,21,41416.3,433.583,113,0.00708471,2.06416,2.375,0,0,0,0,0,993992,
B26032017042340627189166,T4_24_24,004,22,42035.2,449.792,111.792,0.00668947,2.05293,2.58333,0,0,0,0,0,1.00884e+06,
B26032017042340627189166,T4_24_24,004,23,41412,432,95.125,0.00694596,2.35742,7.58333,0,0,0,0,0,993888,
B26032017042340627189166,T4_24_24,004,24,41821,447.208,113.292,0.00802803,2.2431,3.95833,0,0,0,0,0,1.0037e+06,
B26032017042340627189166,T4_24_24,004,25,41929.1,450.625,105.708,0.00838706,2.1486,4.54167,0,0,0,0,0,1.0063e+06,
B26032017042340627189166,T4_24_24,004,26,42578,469.958,117.75,0.00784984,2.18577,2.83333,0,0,0,0,0,1.02187e+06,
B26032017042340627189166,T4_24_24,004,27,42248.3,457.375,102.792,0.00996449,2.38468,6.75,0,0,0,0,0,1.01396e+06,
B26032017042340627189166,T4_24_24,004,28,42456.2,464.875,111.542,0.00976421,2.29174,4.83333,0,0,0,0,0,1.01895e+06,
B26032017042340627189166,T4_24_24,004,29,38191.6,344.417,30.2083,0.0103226,2.90897,18.9583,0,0,0,0,0,916599,
B26032017042340627189166,T4_24_24,004,30,41893,442.417,167.125,0.00750221,2.64174,0.375,0,0,0,0,0,1.00543e+06,
B26032017042340627189166,T4_24_24,004,31,42496.7,459.083,117.542,0.00661776,2.45232,5.33333,0,0,0,0,0,1.01992e+06,
B26032017042340627189166,T4_24_24,004,32,42749.2,465.417,116.625,0.00633902,2.49089,5.875,0,0,0,0,0,1.02598e+06,
B26032017042340627189166,T4_24_24,004,33,43813.3,499.333,139.083,0.0053799,2.52187,3.04167,0,0,0,0,0,1.05152e+06,
B26032017042340627189166,T4_24_24,004,34,44254.5,512.167,125.833,0.00552339,2.47152,4.45833,0,0,0,0,0,1.06211e+06,
B26032017042340627189166,T4_24_24,004,35,43097.4,474.542,95.8333,0.007385,2.58522,9.54167,0,0,0,0,0,1.03434e+06,
B26032017042340627189166,T4_24_24,004,36,44275.8,502.667,136.25,0.007669,2.61743,4.5,0,0,0,0,0,1.06262e+06,
B26032017042340627189166,T4_24_24,004,37,44385.8,504.292,123.417,0.00670155,2.61209,6.25,0,0,0,0,0,1.06526e+06,
B26032017042340627189166,T4_24_24,004,38,42999.6,459.375,88.375,0.0096995,2.69024,11.5,0,0,0,0,0,1.03199e+06,
B26032017042340627189166,T4_24_24,004,39,44661.8,501.25,146.375,0.00979814,2.73185,4.66667,0,0,0,0,0,1.07188e+06,
B26032017042340627189166,T4_24_24,004,40,45136.8,516.417,133.333,0.0112836,2.74969,6.58333,0,0,0,0,0,1.08328e+06,
B26032017042340627189166,T4_24_24,004,41,44252.3,483.5,100.208,0.0132621,2.74428,10.4583,0,0,0,0,0,1.06206e+06,
B26032017042340627189166,T4_24_24,004,42,45519,515.583,145.333,0.0119802,2.81336,6.04167,0,0,0,0,0,1.09246e+06,
B26032017042340627189166,T4_24_24,004,43,45256,513.458,127.958,0.0135301,3.59394,8.70833,0.0833333,0,0,0,0,1.08614e+06,
B26032017042340627189166,T4_24_24,004,44,46785,552.625,158.542,0.012754,3.68988,5.875,0.0416667,0,0,0,0,1.12284e+06,
B26032017042340627189166,T4_24_24,004,45,46770.9,542.167,127.375,0.0113961,3.31011,9.29167,0.0833333,0,0,0,0,1.1225e+06,
B26032017042340627189166,T4_24_24,004,46,47467.2,570.042,153.833,0.0135667,3.74269,7.04167,0.0416667,0,0,0,0,1.13921e+06,
B26032017042340627189166,T4_24_24,004,47,47932.6,580.958,149.042,0.0106297,3.54431,7.5,0.125,0,0,0,0,1.15038e+06,
B26032017042340627189166,T4_24_24,004,48,48594,607.542,162.917,0.0147941,4.20384,6.875,0.0416667,0,0,0,0,1.16626e+06,
B26032017042340627189166,T4_24_24,004,49,48673.2,600.708,141.542,0.0170467,3.44333,8.45833,0.125,0,0,0,0,1.16816e+06,
B26032017042340627189166,T4_24_24,004,50,49759.5,634.417,172.583,0.0190428,4.14437,6.5,0.0416667,0,0,0,0,1.19423e+06,
B26032017042340627189166,T4_24_24,004,51,49435.1,625.958,148,0.0216637,4.49324,9.33333,0.291667,0,0,0,0,1.18644e+06,
B26032017042340627189166,T4_24_24,004,52,50172,664.625,187.875,0.0247494,5.30938,7.25,0.166667,0,0,0,0,1.20413e+06,
B26032017042340627189166,T4_24_24,004,53,52335.1,738.375,222.458,0.0263445,5.44821,4.95833,0.166667,0,0,0,0,1.25604e+06,
B26032017042340627189166,T4_24_24,004,54,52238.8,753.917,186.875,0.0281035,6.18729,9.16667,0.291667,0,0,0,0,1.25373e+06,
B26032017042340627189166,T4_24_24,004,55,53491.5,797.833,216.5,0.0286853,5.69919,6.79167,0.125,0,0,0,0,1.2838e+06,
B26032017042340627189166,T4_24_24,004,56,53921.5,809.333,197.125,0.0288114,5.43183,8.08333,0.25,0,0,0,0,1.29412e+06,
B26032017042340627189166,T4_24_24,004,57,55011.3,869.458,238.75,0.0363297,6.20942,6.875,0.291667,0,0,0,0,1.32027e+06,
B26032017042340627189166,T4_24_24,004,58,55728.9,876.458,203,0.0411748,5.3048,8.25,0.25,0,0,0,0,1.33749e+06,
B26032017042340627189166,T4_24_24,004,59,56627.4,947.375,266.917,0.0490471,7.06822,7.54167,0.208333,0,0,0,0,1.35906e+06,
B26032017042340627189166,T4_24_24,004,60,57316.5,978.833,245.333,0.05277,6.56454,9.08333,0.166667,0,0,0,0,1.3756e+06,
B26032017042340627189166,T4_24_24,004,61,58767.3,1064.33,299.125,0.0565768,6.82115,6.25,0.208333,0,0,0,0,1.41042e+06,
B26032017042340627189166,T4_24_24,004,62,58966,1091.17,266.542,0.0587842,7.2212,9.33333,0.5,0,0,0,0,1.41518e+06,
B26032017042340627189166,T4_24_24,004,63,59821.8,1141.79,293.25,0.0633697,7.63384,8.375,0.375,0,0,0,0,1.43572e+06,
B26032017042340627189166,T4_24_24,004,64,61562.2,1236.79,341.583,0.0665688,7.54977,6.91667,0.333333,0,0,0,0,1.47749e+06,
B26032017042340627189166,T4_24_24,004,65,63365.5,1333.71,372.667,0.0695363,7.94946,7.25,0.416667,0,0,0,0,1.52077e+06,
B26032017042340627189166,T4_24_24,004,66,64801.4,1394.12,348.917,0.070383,7.82708,7.79167,0.5,0,0,0,0,1.55523e+06,
B26032017042340627189166,T4_24_24,004,67,65598.4,1494.79,400.375,0.0709366,7.95067,6.625,0.25,0,0,0,0,1.57436e+06,
B26032017042340627189166,T4_24_24,004,68,66527.6,1579,409.792,0.0709401,8.91154,8.66667,0.708333,0,0,0,0,1.59666e+06,
B26032017042340627189166,T4_24_24,004,69,68337.3,1757.92,519.458,0.0707066,9.66271,6.70833,0.75,0,0,0,0,1.6401e+06,
B26032017042340627189166,T4_24_24,004,70,70190.7,1924.92,537.042,0.0698557,9.99853,7.5,0.916667,0,0,0,0,1.68458e+06,
B26032017042340627189166,T4_24_24,004,71,70956.9,1957.58,447.542,0.0722486,9.40304,7.83333,0.75,0,0,0,0,1.70297e+06,
B26032017042340627189166,T4_24_24,004,72,72063,2036.54,490.708,0.0725638,9.38974,7.29167,0.75,0,0,0,0,1.72951e+06,
B26032017042340627189166,T4_24_24,004,73,73578.2,2143.67,540.833,0.0742392,9.90023,7.20833,0.5,0,0,0,0,1.76588e+06,
B26032017042340627189166,T4_24_24,004,74,73717.2,2176.92,487.333,0.0727736,10.0047,9.41667,1,0,0,0,0,1.76921e+06,
B26032017042340627189166,T4_24_24,004,75,74570.2,2230.33,515.292,0.0732139,9.93151,8.20833,0.708333,0,0,0,0,1.78969e+06,
B26032017042340627189166,T4_24_24,004,76,75787.1,2340.58,575.5,0.0733495,10.2745,7.54167,0.958333,0,0,0,0,1.81889e+06,
B26032017042340627189166,T4_24_24,004,77,76818.2,2385.83,539.417,0.074679,10.6249,8.66667,1.16667,0.0416667,0,0,0,1.84364e+06,
B26032017042340627189166,T4_24_24,004,78,78069.8,2551,667.042,0.0778894,17.2521,8.79167,1,0.0416667,0,0,0,1.87367e+06,
B26032017042340627189166,T4_24_24,004,79,79703.6,2724.75,704.042,0.0790985,16.8532,8.04167,0.958333,0,0,0,0,1.91289e+06,
B26032017042340627189166,T4_24_24,004,80,80386.1,2858.5,703.833,0.0805352,17.9052,9.875,1.29167,0.0833333,0,0,0,1.92927e+06,
B26032017042340627189166,T4_24_24,004,81,83909.2,3268.33,1000.29,0.0820747,22.7924,5.375,0.875,0.0833333,0,0,0,2.01382e+06,
B26032017042340627189166,T4_24_24,004,82,83821,3290.96,710.792,0.0840962,23.6112,11.875,1.66667,0.0833333,0,0,0,2.0117e+06,
B26032017042340627189166,T4_24_24,004,83,87775.8,3671.12,1051.08,0.0822026,24.1302,5.45833,0.916667,0,0,0,0,2.10662e+06,
B26032017042340627189166,T4_24_24,004,84,86899.5,3525.67,620.667,0.0796611,18.1162,10.7917,1.58333,0.125,0,0,0,2.08559e+06,
B26032017042340627189166,T4_24_24,004,85,87587.9,3839.17,1038.54,0.0783872,22.6983,6.75,0.791667,0.0833333,0,0,0,2.10211e+06,
B26032017042340627189166,T4_24_24,004,86,88431.9,3896.25,853.167,0.0773148,27.3468,11.0833,1.79167,0.125,0,0,0,2.12236e+06,
B26032017042340627189166,T4_24_24,004,87,90919.5,4303.29,1199.54,0.0762725,26.4086,5.95833,1.41667,0.166667,0,0,0,2.18207e+06,
B26032017042340627189166,T4_24_24,004,88,92948.9,4582.67,1167.88,0.0732525,26.4852,7.04167,1.5,0.125,0,0,0,2.23077e+06,
B26032017042340627189166,T4_24_24,004,89,94144.9,4747.29,1116.21,0.0705575,28.1443,8,1.45833,0.0416667,0,0,0,2.25948e+06,
B26032017042340627189166,T4_24_24,004,90,96137.5,4838.92,1060.46,0.0680995,25.8483,8.33333,1.29167,0.208333,0,0,0,2.3073e+06,
B26032017042340627189166,T4_24_24,004,91,96372.9,4868.29,1020.88,0.0686063,28.5509,9.91667,1.79167,0.166667,0,0,0,2.31295e+06,
B26032017042340627189166,T4_24_24,004,92,97871,5089.5,1215.46,0.0694095,28.5822,7.125,1.20833,0.125,0,0,0,2.3489e+06,
B26032017042340627189166,T4_24_24,004,93,100056,5253.75,1214.21,0.0730677,33.1645,9.75,1.75,0.208333,0,0,0,2.40135e+06,
B26032017042340627189166,T4_24_24,004,94,100608,5378,1196.04,0.0786675,32.0083,9.66667,1.79167,0.333333,0,0,0,2.41459e+06,
B26032017042340627189166,T4_24_24,004,95,103869,5787.92,1509.29,0.0845904,34.3454,7.33333,1,0.0833333,0,0,0,2.49285e+06,
B26032017042340627189166,T4_24_24,004,96,106444,6064.83,1458.79,0.085829,34.0363,8.66667,1.58333,0.291667,0,0,0,2.55466e+06,
B26032017042340627189166,T4_24_24,004,97,107886,6318.58,1492.92,0.0874348,36.4905,9.41667,1.91667,0.25,0,0,0,2.58926e+06,
B26032017042340627189166,T4_24_24,004,98,109520,6546,1509.21,0.0879932,32.8171,7.66667,1.58333,0.291667,0,0,0,2.62848e+06,
B26032017042340627189166,T4_24_24,004,99,111112,6852.5,1639.12,0.09045,36.4572,8.83333,1.5,0.125,0,0,0,2.66669e+06,
B26032017042340627189166,T4_24_24,004,100,112557,6868.96,1421.04,.,32.9027,9.08333,1.91667,0.25,0,0,0,2.70138e+06,
B26032017042340627189166,T4_24_24,005,1,21649,67,67,.,0,0,0,0,0,0,0,519576,
B26032017042340627189166,T4_24_24,005,2,27570,121.875,67,0.00491646,0,0,0,0,0,0,0,661680,
B26032017042340627189166,T4_24_24,005,3,30950.7,162.792,67,0.00509812,0,0,0,0,0,0,0,742816,
B26032017042340627189166,T4_24_24,005,4,33428.8,197.25,67,0.00552738,0,0,0,0,0,0,0,802290,
